,fold,decision_tree_fscore_x,svm_fscore_x,group,decision_tree_fscore_y,svm_fscore_y,decision_tree_fscore_x,svm_fscore_x,decision_tree_fscore_y,svm_fscore_y,decision_tree_fscore,svm_fscore
0,Fold-0,0.5833333333333333,0.7445820433436532,games.csv,0.5833333333333333,0.8639095086603041,0.5990975355779243,0.8212351029252438,0.5675213675213675,0.8639095086603041,0.5675213675213675,0.8821428571428571
1,Fold-1,0.5328759291023442,0.8597826086956522,games.csv,0.5328759291023442,0.8130434782608695,0.7195652173913043,0.7906976744186046,0.5328759291023442,0.7906976744186046,0.5328759291023442,0.7436314363143629
2,Fold-2,0.2727272727272727,0.8901098901098901,games.csv,0.38461538461538464,0.8400000000000001,0.6865203761755486,0.8106828938471939,0.2727272727272727,0.8106828938471939,0.2727272727272727,0.8400000000000001
3,Fold-0,0.9166666666666669,0.7023809523809523,mdwe.csv,0.7564935064935063,0.7619047619047619,0.7771836007130124,0.9131944444444444,0.5993589743589743,0.8161764705882353,0.5993589743589743,0.9131944444444444
4,Fold-1,0.8131868131868132,0.9403508771929824,mdwe.csv,0.5882352941176471,0.8785714285714286,0.6640316205533596,0.9403508771929824,0.6640316205533596,0.9403508771929824,0.6640316205533596,0.8819444444444444
5,Fold-2,0.7333333333333334,0.8119122257053292,mdwe.csv,0.7333333333333334,0.7333333333333333,0.7333333333333334,0.53125,0.7333333333333334,0.53125,0.7333333333333334,0.8809523809523809
6,Fold-0,0.7617647058823529,0.7335526315789473,pair.csv,0.6666666666666667,0.9166666666666669,0.7272727272727273,0.9166666666666669,0.7272727272727273,0.9205882352941176,0.7750000000000001,0.8712241653418124
7,Fold-1,0.6571428571428573,0.8438868976503385,pair.csv,0.6051948051948053,0.9155354449472096,0.6972972972972973,0.9355581127733028,0.7211948790896159,0.95906432748538,0.7049525816649105,0.95906432748538
8,Fold-2,0.6083333333333334,0.7202380952380953,pair.csv,0.5563835072031794,0.7661691542288556,0.6572916666666666,0.8474025974025974,0.5096870342771982,0.9278033794162824,0.4257518796992481,0.9759344598054276
9,Fold-0,0.7045454545454545,0.9215291750503016,testing.csv,0.8852941176470588,0.9215291750503016,0.8852941176470588,1.0,0.8852941176470588,1.0,0.8852941176470588,1.0
10,Fold-1,0.4545454545454545,0.6810126582278482,testing.csv,0.6594594594594594,0.6810126582278482,0.6594594594594594,1.0,0.6594594594594594,1.0,0.6594594594594594,1.0
11,Fold-2,0.43218623481781376,1.0,testing.csv,0.43218623481781376,1.0,0.43218623481781376,1.0,0.43218623481781376,1.0,0.43218623481781376,1.0
12,Fold-0,0.8988095238095237,0.8583333333333332,illiterate.csv,0.8988095238095237,0.8583333333333332,0.8988095238095237,1.0,0.8988095238095237,0.935969868173258,0.8988095238095237,1.0
13,Fold-1,0.7459459459459459,0.9246794871794872,illiterate.csv,0.7459459459459459,0.9640947288006112,0.7459459459459459,0.9640947288006112,0.7459459459459459,1.0,0.7459459459459459,1.0
14,Fold-2,0.9362477231329692,1.0,illiterate.csv,0.9362477231329692,1.0,0.9362477231329692,1.0,0.9362477231329692,1.0,0.9362477231329692,1.0
15,Fold-0,0.6952380952380952,1.0,ontologies.csv,0.6952380952380952,0.9451114922813036,0.6952380952380952,0.9451114922813036,0.7257142857142858,0.9451114922813036,0.7586726998491705,0.9451114922813036
16,Fold-1,0.7797202797202797,0.8713410483321987,ontologies.csv,0.7606585056986072,0.9196428571428572,0.7606585056986072,0.928409090909091,0.8,0.962162162162162,0.7211018199704871,1.0
17,Fold-2,0.5228455754771544,0.7303921568627452,ontologies.csv,0.6074544012688342,0.9237170596393895,0.6258503401360545,1.0,0.6258503401360545,1.0,0.6258503401360545,0.8952380952380953
18,Fold-0,0.38461538461538464,0.873015873015873,slr.csv,0.38461538461538464,0.873015873015873,0.38461538461538464,0.873015873015873,0.38461538461538464,0.8545454545454545,0.38461538461538464,1.0
19,Fold-1,0.3888888888888889,0.7708333333333334,slr.csv,0.3888888888888889,0.6857142857142857,0.3888888888888889,0.6857142857142857,0.3888888888888889,0.7708333333333334,0.3888888888888889,0.8952380952380952
20,Fold-2,0.3333333333333333,0.3333333333333333,slr.csv,0.3333333333333333,0.5636363636363637,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333
21,Fold-0,0.9628959276018101,0.9223484848484848,xbi.csv,0.9628959276018101,0.9628959276018101,0.9628959276018101,0.9628959276018101,0.9628959276018101,0.9628959276018101,0.9628959276018101,0.9628959276018101
22,Fold-1,0.7649122807017543,1.0,xbi.csv,0.7649122807017543,0.9574062301335028,0.7649122807017543,0.9574062301335028,0.7649122807017543,0.9574062301335028,0.7649122807017543,1.0
23,Fold-2,0.7555555555555555,0.8260594560404807,xbi.csv,0.7555555555555555,0.7773279352226721,0.7555555555555555,0.8956356736242885,0.7555555555555555,0.8671497584541061,0.7555555555555555,0.9335748792270532
