,fold,decision_tree_exclusion_baseline_x,svm_exclusion_baseline_x,group,decision_tree_exclusion_baseline_y,svm_exclusion_baseline_y,decision_tree_exclusion_baseline_x,svm_exclusion_baseline_x,decision_tree_exclusion_baseline_y,svm_exclusion_baseline_y,decision_tree_exclusion_baseline,svm_exclusion_baseline
29,Fold-4,0.60824742268,0.9072164948450001,ontologies.csv,0.690721649485,0.8556701030930001,0.7113402061859999,0.876288659794,0.7113402061859999,0.886597938144,0.7113402061859999,0.886597938144
30,Fold-0,0.0,0.375,slr.csv,0.0,0.375,0.0,0.375,0.0,0.25,0.0,0.375
31,Fold-1,0.0,0.375,slr.csv,0.0,0.375,0.0,0.375,0.0,0.375,0.0,0.375
32,Fold-2,0.0,0.375,slr.csv,0.0,0.375,0.0,0.375,0.0,0.0,0.0,0.375
33,Fold-3,0.0,0.28571428571400004,slr.csv,0.0,0.428571428571,0.0,0.428571428571,0.0,0.0,0.0,0.0
34,Fold-4,0.0,0.33333333333299997,slr.csv,0.0,0.33333333333299997,0.0,0.33333333333299997,0.0,0.0,0.0,0.0
35,Fold-0,0.7678571428569999,0.839285714286,xbi.csv,0.785714285714,0.839285714286,0.785714285714,0.839285714286,0.75,0.839285714286,0.785714285714,0.839285714286
36,Fold-1,0.7321428571430001,0.839285714286,xbi.csv,0.75,0.839285714286,0.75,0.839285714286,0.75,0.839285714286,0.75,0.839285714286
37,Fold-2,0.7090909090909999,0.836363636364,xbi.csv,0.7090909090909999,0.836363636364,0.7090909090909999,0.836363636364,0.7090909090909999,0.836363636364,0.7090909090909999,0.836363636364
38,Fold-3,0.8,0.836363636364,xbi.csv,0.8181818181820001,0.836363636364,0.8181818181820001,0.836363636364,0.8181818181820001,0.836363636364,0.8181818181820001,0.836363636364
39,Fold-4,0.7962962962960001,0.87037037037,xbi.csv,0.7962962962960001,0.87037037037,0.7962962962960001,0.87037037037,0.740740740741,0.87037037037,0.7962962962960001,0.87037037037
