fold;decision_tree_precision;svm_precision;decision_tree_recall;svm_recall;decision_tree_fscore;svm_fscore;decision_tree_exclusion;svm_exclusion;decision_tree_threashold;svm_threashold;decision_tree_missed;svm_missed;decision_tree_fscore_th;svm_fscore_th
Fold-0;0.6077712609970675;0.8877551020408163;0.6289473684210527;0.6333333333333333;0.6055620838229534;0.647307924984876;0.452830188679;0.433962264151;0.462006079027;0.185702667978;0.4;0.2;0.473684210526;0.571428571429
Fold-1;0.7449324324324325;0.797979797979798;0.7543859649122806;0.7070175438596491;0.749247311827957;0.7306910569105691;0.603773584906;0.622641509434;0.924455825864;0.353693031312;0.333333333333;0.266666666667;0.645161290323;0.709677419355
Fold-2;0.731060606060606;0.8802325581395349;0.6605263157894736;0.7868421052631579;0.6768292682926829;0.8167901234567903;0.509433962264;0.509433962264;0.287810650888;0.201916911855;0.2;0.0;0.631578947368;0.731707317073
Fold-3;0.7246732026143792;0.775;0.7412280701754386;0.6736842105263158;0.7314189189189189;0.6946045049764276;0.584905660377;0.452830188679;0.900169204738;0.18164568778;0.333333333333;0.133333333333;0.625;0.619047619048
Fold-4;0.5915032679738562;0.8481152993348116;0.6052631578947368;0.7951127819548872;0.59375;0.8156962025316457;0.519230769231;0.365384615385;0.716981132075;0.179402405492;0.5;0.0;0.4375;0.595744680851
