fold;decision_tree_precision;svm_precision;decision_tree_recall;svm_recall;decision_tree_fscore;svm_fscore;decision_tree_exclusion;svm_exclusion;decision_tree_threashold;svm_threashold;decision_tree_missed;svm_missed;decision_tree_fscore_th;svm_fscore_th;decision_tree_exclusion_baseline;svm_exclusion_baseline;decision_tree_missed_baseline;svm_missed_baseline
Fold-0;0.7752403846153846;0.858974358974359;0.740546218487395;0.6764705882352942;0.75;0.6787800129785853;0.111111111111;0.155555555556;0.151898734177;0.354465444137;0.117647058824;0.0;0.545454545455;0.618181818182;0.555555555556;0.6;0.411764705882;0.294117647059
Fold-1;0.7537878787878788;0.8023648648648649;0.7111344537815126;0.6880252100840336;0.7201808931599775;0.6953846153846154;0.0666666666667;0.0;0.156934822565;0.312200128565;0.0;0.0588235294118;0.576271186441;0.524590163934;0.555555555556;0.533333333333;0.470588235294;0.117647058824
Fold-2;0.6018518518518519;0.6918103448275862;0.6039915966386555;0.6869747899159664;0.6025974025974026;0.6889952153110047;0.0;0.155555555556;0.096563723358;0.674977949113;0.0;0.0;0.548387096774;0.618181818182;0.422222222222;0.0;0.470588235294;0.0
Fold-3;0.6285425101214575;0.8194444444444444;0.6334033613445378;0.717436974789916;0.6296296296296297;0.7295673076923076;0.0;0.0444444444444;0.113034623218;0.39695962657;0.0;0.0;0.548387096774;0.566666666667;0.422222222222;0.488888888889;0.411764705882;0.411764705882
Fold-4;0.6017316017316017;0.7007389162561577;0.6087962962962963;0.6886574074074074;0.5968008825151682;0.6928571428571428;0.0;0.116279069767;0.0805523590334;0.384607055208;0.0;0.0;0.542372881356;0.592592592593;0.372093023256;0.395348837209;0.375;0.25
